Sr No.,Utterance,Speaker,Emotion,Trigger,Dialogue_ID,Utterance_ID,Episode_No
24483,"Hi there. How many, how many ah, did you sell?",Ross,neutral,0.0,2778,0,586.0
24484,I'm not gonna tell you! You're the bad man who broke Sarah's leg.,Girl,anger,0.0,2778,1,586.0
24485,"Hey now! That was an accident, okay.",Ross,anger,0.0,2778,2,586.0
24486,You're a big scrud.,Girl,anger,0.0,2778,3,586.0
24487,What's a scrud?,Ross,neutral,1.0,2778,4,586.0
24488,"Why don't you look in the mirror, scrud.",Girl,anger,1.0,2778,5,586.0
24489,I don't have too. I can just look at you.,Ross,joy,1.0,2778,6,586.0
24490,"Hi there. How many, how many ah, did you sell?",Ross,neutral,0.0,2779,0,586.0
24491,I'm not gonna tell you! You're the bad man who broke Sarah's leg.,Girl,anger,1.0,2779,1,586.0
24492,"Hey now! That was an accident, okay.",Ross,anger,1.0,2779,2,586.0
24493,You're a big scrud.,Girl,anger,1.0,2779,3,586.0
24494,What's a scrud?,Ross,neutral,0.0,2779,4,586.0
24495,"Why don't you look in the mirror, scrud.",Girl,anger,1.0,2779,5,586.0
24496,I don't have too. I can just look at you.,Ross,joy,1.0,2779,6,586.0
24497,"All right girls, and man. Let's see your final tallies.  Ohhhh, Debbie,  321 boxes of cookies,  Very nice.",Leader,joy,0.0,2779,7,586.0
24498,Not nice enough.,Ross,anger,1.0,2779,8,586.0
24499,"Hi there. How many, how many ah, did you sell?",Ross,neutral,0.0,2780,0,586.0
24500,I'm not gonna tell you! You're the bad man who broke Sarah's leg.,Girl,anger,0.0,2780,1,586.0
24501,"Hey now! That was an accident, okay.",Ross,anger,0.0,2780,2,586.0
24502,You're a big scrud.,Girl,anger,0.0,2780,3,586.0
24503,What's a scrud?,Ross,neutral,0.0,2780,4,586.0
24504,"Why don't you look in the mirror, scrud.",Girl,anger,0.0,2780,5,586.0
24505,I don't have too. I can just look at you.,Ross,joy,0.0,2780,6,586.0
24506,"All right girls, and man. Let's see your final tallies.  Ohhhh, Debbie,  321 boxes of cookies,  Very nice.",Leader,joy,0.0,2780,7,586.0
24507,Not nice enough.,Ross,anger,1.0,2780,8,586.0
24508,"Charla, 278. Sorry, dear, but still good.",Leader,neutral,1.0,2780,9,586.0
24509,"So, how'd the lasagne go over?",Monica,neutral,0.0,2781,0,587.0
24510,Really?!,Monica,surprise,0.0,2781,1,587.0
24511,Good.,Monica,neutral,1.0,2781,2,587.0
24512,"So, how'd the lasagne go over?",Monica,neutral,0.0,2782,0,587.0
24513,Really?!,Monica,surprise,0.0,2782,1,587.0
24514,Good.,Monica,neutral,0.0,2782,2,587.0
24515,So you owe me three pretty things.,Monica,neutral,0.0,2782,3,587.0
24516,"Yeah, I've been thinking a lot about you too.",Monica,neutral,1.0,2782,4,587.0
24517,It's hard this whole platonic thing.,Monica,sadness,1.0,2782,5,587.0
24518,"So, how'd the lasagne go over?",Monica,neutral,0.0,2783,0,587.0
24519,Really?!,Monica,surprise,0.0,2783,1,587.0
24520,Good.,Monica,neutral,0.0,2783,2,587.0
24521,So you owe me three pretty things.,Monica,neutral,0.0,2783,3,587.0
24522,"Yeah, I've been thinking a lot about you too.",Monica,neutral,0.0,2783,4,587.0
24523,It's hard this whole platonic thing.,Monica,sadness,1.0,2783,5,587.0
24524,It's a word!,Monica,surprise,1.0,2783,6,587.0
24525,"So, how'd the lasagne go over?",Monica,neutral,0.0,2784,0,587.0
24526,Really?!,Monica,surprise,0.0,2784,1,587.0
24527,Good.,Monica,neutral,0.0,2784,2,587.0
24528,So you owe me three pretty things.,Monica,neutral,0.0,2784,3,587.0
24529,"Yeah, I've been thinking a lot about you too.",Monica,neutral,0.0,2784,4,587.0
24530,It's hard this whole platonic thing.,Monica,sadness,0.0,2784,5,587.0
24531,It's a word!,Monica,surprise,0.0,2784,6,587.0
24532,"Yeah, I do think it's better this way.  Yeah, we're being smart.   Yes, I'm sure.",Monica,neutral,1.0,2784,7,587.0
24533,"So, are you really gonna go out with that nurse man?",Chandler,surprise,0.0,2785,0,588.0
24534,"Well uh, you and I are just goofing around, I thought, why not goof around with him.",Monica,neutral,1.0,2785,1,588.0
24535,"Y'know, I don't know if you've ever looked up the term goofing around in the dictionary Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together.",Chandler,neutral,0.0,2785,2,588.0
24536,"So, are you really gonna go out with that nurse man?",Chandler,surprise,0.0,2786,0,588.0
24537,"Well uh, you and I are just goofing around, I thought, why not goof around with him.",Monica,neutral,0.0,2786,1,588.0
24538,"Y'know, I don't know if you've ever looked up the term goofing around in the dictionary Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together.",Chandler,neutral,0.0,2786,2,588.0
24539,"But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary.",Chandler,neutral,0.0,2786,3,588.0
24540,I am,Chandler,neutral,0.0,2786,4,588.0
24541,I think you're better than you think you are.,Monica,neutral,1.0,2786,5,588.0
24542,"Really? Okay, so",Chandler,surprise,0.0,2786,6,588.0
24543,"So, are you really gonna go out with that nurse man?",Chandler,surprise,0.0,2787,0,588.0
24544,"Well uh, you and I are just goofing around, I thought, why not goof around with him.",Monica,neutral,0.0,2787,1,588.0
24545,"Y'know, I don't know if you've ever looked up the term goofing around in the dictionary Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together.",Chandler,neutral,0.0,2787,2,588.0
24546,"But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary.",Chandler,neutral,0.0,2787,3,588.0
24547,I am,Chandler,neutral,0.0,2787,4,588.0
24548,I think you're better than you think you are.,Monica,neutral,0.0,2787,5,588.0
24549,"Really? Okay, so",Chandler,surprise,0.0,2787,6,588.0
24550,Know when to stop.,Monica,neutral,1.0,2787,7,588.0
24551,"Y'know, I sensed that I should stop. So we're okay?",Chandler,neutral,0.0,2787,8,588.0
24552,"So, are you really gonna go out with that nurse man?",Chandler,surprise,0.0,2788,0,588.0
24553,"Well uh, you and I are just goofing around, I thought, why not goof around with him.",Monica,neutral,0.0,2788,1,588.0
24554,"Y'know, I don't know if you've ever looked up the term goofing around in the dictionary Well, I have, and the technical definition is, two friends who care a lot about each other and have amazing sex and just wanna spend more time together.",Chandler,neutral,0.0,2788,2,588.0
24555,"But if you have this new fangled dictionary that gets you made at me, then we have to, y'know, get you my original dictionary.",Chandler,neutral,0.0,2788,3,588.0
24556,I am,Chandler,neutral,0.0,2788,4,588.0
24557,I think you're better than you think you are.,Monica,neutral,1.0,2788,5,588.0
24558,"Really? Okay, so",Chandler,surprise,0.0,2788,6,588.0
24559,Know when to stop.,Monica,neutral,0.0,2788,7,588.0
24560,"Y'know, I sensed that I should stop. So we're okay?",Chandler,neutral,0.0,2788,8,588.0
24561,"Yeah. All right, I'm gonna go tell Dan that it's not gonna happen.  Don't do the dance.",Monica,neutral,1.0,2788,9,588.0
24562,Right!,Chandler,joy,0.0,2788,10,588.0
24563,Are you being British?!,Janice,surprise,0.0,2789,0,589.0
24564,No. Not anymore.,Chandler,neutral,0.0,2789,1,589.0
24565,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,1.0,2789,2,589.0
24566,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Chandler,neutral,1.0,2789,3,589.0
24567,Barley? What kind of party serves barley?,Janice,anger,1.0,2789,4,589.0
24568,Are you being British?!,Janice,surprise,0.0,2790,0,589.0
24569,No. Not anymore.,Chandler,neutral,0.0,2790,1,589.0
24570,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,1.0,2790,2,589.0
24571,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Chandler,neutral,0.0,2790,3,589.0
24572,Barley? What kind of party serves barley?,Janice,anger,1.0,2790,4,589.0
24573,"Well, I'm sorry if my friends aren't as sophisticated as yours.",Chandler,anger,1.0,2790,5,589.0
24574,Are you being British?!,Janice,surprise,0.0,2791,0,589.0
24575,No. Not anymore.,Chandler,neutral,0.0,2791,1,589.0
24576,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,0.0,2791,2,589.0
24577,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Chandler,neutral,0.0,2791,3,589.0
24578,Barley? What kind of party serves barley?,Janice,anger,0.0,2791,4,589.0
24579,"Well, I'm sorry if my friends aren't as sophisticated as yours.",Chandler,anger,1.0,2791,5,589.0
24580,Where is this party?,Janice,neutral,0.0,2791,6,589.0
24581,Are you being British?!,Janice,surprise,0.0,2792,0,589.0
24582,No. Not anymore.,Chandler,neutral,0.0,2792,1,589.0
24583,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,0.0,2792,2,589.0
24584,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Chandler,neutral,0.0,2792,3,589.0
24585,Barley? What kind of party serves barley?,Janice,anger,0.0,2792,4,589.0
24586,"Well, I'm sorry if my friends aren't as sophisticated as yours.",Chandler,anger,0.0,2792,5,589.0
24587,Where is this party?,Janice,neutral,1.0,2792,6,589.0
24588,Here in Chelsea.,Chandler,neutral,0.0,2792,7,589.0
24589,Are you being British?!,Janice,surprise,0.0,2793,0,589.0
24590,No. Not anymore.,Chandler,neutral,0.0,2793,1,589.0
24591,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,1.0,2793,2,589.0
24592,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Chandler,neutral,0.0,2793,3,589.0
24593,Barley? What kind of party serves barley?,Janice,anger,1.0,2793,4,589.0
24594,"Well, I'm sorry if my friends aren't as sophisticated as yours.",Chandler,anger,1.0,2793,5,589.0
24595,Where is this party?,Janice,neutral,0.0,2793,6,589.0
24596,Here in Chelsea.,Chandler,neutral,0.0,2793,7,589.0
24597,Who's party is it?,Janice,anger,0.0,2793,8,589.0
24598,Are you being British?!,Janice,surprise,0.0,2794,0,589.0
24599,No. Not anymore.,Chandler,neutral,0.0,2794,1,589.0
24600,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,1.0,2794,2,589.0
24601,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Chandler,neutral,1.0,2794,3,589.0
24602,Barley? What kind of party serves barley?,Janice,anger,1.0,2794,4,589.0
24603,"Well, I'm sorry if my friends aren't as sophisticated as yours.",Chandler,anger,1.0,2794,5,589.0
24604,Where is this party?,Janice,neutral,0.0,2794,6,589.0
24605,Here in Chelsea.,Chandler,neutral,0.0,2794,7,589.0
24606,Who's party is it?,Janice,anger,0.0,2794,8,589.0
24607,A woman's,Chandler,neutral,1.0,2794,9,589.0
24608,What woman?!,Janice,anger,1.0,2794,10,589.0
24609,Chelsea.,Chandler,neutral,1.0,2794,11,589.0
24610,"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet.",Janice,disgust,1.0,2794,12,589.0
24611,Are you being British?!,Janice,surprise,0.0,2795,0,589.0
24612,No. Not anymore.,Chandler,neutral,0.0,2795,1,589.0
24613,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,1.0,2795,2,589.0
24614,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Chandler,neutral,1.0,2795,3,589.0
24615,Barley? What kind of party serves barley?,Janice,anger,1.0,2795,4,589.0
24616,"Well, I'm sorry if my friends aren't as sophisticated as yours.",Chandler,anger,1.0,2795,5,589.0
24617,Where is this party?,Janice,neutral,0.0,2795,6,589.0
24618,Here in Chelsea.,Chandler,neutral,0.0,2795,7,589.0
24619,Who's party is it?,Janice,anger,0.0,2795,8,589.0
24620,A woman's,Chandler,neutral,1.0,2795,9,589.0
24621,What woman?!,Janice,anger,1.0,2795,10,589.0
24622,Chelsea.,Chandler,neutral,1.0,2795,11,589.0
24623,"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet.",Janice,disgust,1.0,2795,12,589.0
24624,"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle.",Janice,disgust,1.0,2795,13,589.0
24625,So like which of these two guys do you want to be?,Janice,sadness,1.0,2795,14,589.0
24626,Are you being British?!,Janice,surprise,0.0,2796,0,589.0
24627,No. Not anymore.,Chandler,neutral,0.0,2796,1,589.0
24628,Why are you shopping here? You don't live in this neighborhood. Were you here waiting for me?,Janice,surprise,0.0,2796,2,589.0
24629,"Yeah, huh. I'm just uh, you know I'm just picking up some things for a party.",Chandler,neutral,0.0,2796,3,589.0
24630,Barley? What kind of party serves barley?,Janice,anger,0.0,2796,4,589.0
24631,"Well, I'm sorry if my friends aren't as sophisticated as yours.",Chandler,anger,0.0,2796,5,589.0
24632,Where is this party?,Janice,neutral,0.0,2796,6,589.0
24633,Here in Chelsea.,Chandler,neutral,0.0,2796,7,589.0
24634,Who's party is it?,Janice,anger,0.0,2796,8,589.0
24635,A woman's,Chandler,neutral,0.0,2796,9,589.0
24636,What woman?!,Janice,anger,0.0,2796,10,589.0
24637,Chelsea.,Chandler,neutral,0.0,2796,11,589.0
24638,"Either you're seeing somebody behind my back, which would make you the biggest jerk on the planet.",Janice,disgust,0.0,2796,12,589.0
24639,"Or, else you're pretending that you're seeing somebody, which just makes you so pathetic that I could start crying right here in the cereal aisle.",Janice,disgust,0.0,2796,13,589.0
24640,So like which of these two guys do you want to be?,Janice,sadness,1.0,2796,14,589.0
24641,Can I be that guy?,Chandler,joy,0.0,2796,15,589.0
24642,Great story again! The yarns that you weave! Woo-hoo-hoo!,Chandler,joy,0.0,2797,0,590.0
24643,"Y'know uh, actually I-I-I should get going.",Dana,anger,1.0,2797,1,590.0
24644,Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,Chandler,fear,0.0,2797,2,590.0
24645,Great story again! The yarns that you weave! Woo-hoo-hoo!,Chandler,joy,0.0,2798,0,590.0
24646,"Y'know uh, actually I-I-I should get going.",Dana,anger,0.0,2798,1,590.0
24647,Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,Chandler,fear,1.0,2798,2,590.0
24648,"Wow. Oh, I am really flattered, but I just I don't feel that way about you.",Dana,surprise,0.0,2798,3,590.0
24649,Great story again! The yarns that you weave! Woo-hoo-hoo!,Chandler,joy,0.0,2799,0,590.0
24650,"Y'know uh, actually I-I-I should get going.",Dana,anger,0.0,2799,1,590.0
24651,Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!,Chandler,fear,0.0,2799,2,590.0
24652,"Wow. Oh, I am really flattered, but I just I don't feel that way about you.",Dana,surprise,1.0,2799,3,590.0
24653,"Oh no-no-no, that's notNo-no-no!",Chandler,anger,0.0,2799,4,590.0
24654,Did you just flick me?,Monica,anger,0.0,2800,0,591.0
24655,"OK, well, you wouldn't let me finish and I was jus- [Monica flicks her back] Ow. That hurt [flicks Monica]",Rachel,joy,0.0,2800,1,591.0
24656,"Oh!  All right.  Now, let's not do this!",Phoebe,anger,0.0,2800,2,591.0
24657,Happy thoughts!  Happy thoughts!,Phoebe,anger,0.0,2800,3,591.0
24658,"OK, now I'm gonna kick some ass.",Phoebe,anger,1.0,2800,4,591.0
24659,Ow! Ow! Ow!,Rachel,anger,0.0,2800,5,591.0
24660,Did you just flick me?,Monica,anger,0.0,2801,0,591.0
24661,"OK, well, you wouldn't let me finish and I was jus- [Monica flicks her back] Ow. That hurt [flicks Monica]",Rachel,joy,0.0,2801,1,591.0
24662,"Oh!  All right.  Now, let's not do this!",Phoebe,anger,1.0,2801,2,591.0
24663,Happy thoughts!  Happy thoughts!,Phoebe,anger,1.0,2801,3,591.0
24664,"OK, now I'm gonna kick some ass.",Phoebe,anger,0.0,2801,4,591.0
24665,Ow! Ow! Ow!,Rachel,anger,1.0,2801,5,591.0
24666,"Alright, now I will let go if you both stop.",Phoebe,neutral,0.0,2801,6,591.0
24667,"Okay, buddy-boy. Here it is. You hide my clothes, I'm wearing everything you own.",Joey,neutral,1.0,2802,0,592.0
24668,Oh my God!,Chandler,surprise,1.0,2802,1,592.0
24669,Look at me! I'm Chandler! Could I,Joey,joy,0.0,2802,2,592.0
24670,"Okay, buddy-boy. Here it is. You hide my clothes, I'm wearing everything you own.",Joey,neutral,0.0,2803,0,592.0
24671,Oh my God!,Chandler,surprise,0.0,2803,1,592.0
24672,Look at me! I'm Chandler! Could I,Joey,joy,1.0,2803,2,592.0
24673,"Whew, it's hot with all of this stuff on.",Joey,neutral,1.0,2803,3,592.0
24674,Hi.,Chandler,neutral,0.0,2804,0,593.0
24675,Hi.,Monica,neutral,0.0,2804,1,593.0
24676,"Hi, listen, I'm sorry about before.",Chandler,sadness,1.0,2804,2,593.0
24677,Hi.,Chandler,neutral,0.0,2805,0,593.0
24678,Hi.,Monica,neutral,0.0,2805,1,593.0
24679,"Hi, listen, I'm sorry about before.",Chandler,sadness,1.0,2805,2,593.0
24680,I don't need to have a game room.,Chandler,neutral,1.0,2805,3,593.0
24681,Hi.,Chandler,neutral,0.0,2806,0,593.0
24682,Hi.,Monica,neutral,0.0,2806,1,593.0
24683,"Hi, listen, I'm sorry about before.",Chandler,sadness,1.0,2806,2,593.0
24684,I don't need to have a game room.,Chandler,neutral,1.0,2806,3,593.0
24685,"I mean when I was a kid I only played those games because I couldn't get girls, and now I",Chandler,neutral,1.0,2806,4,593.0
24686,Stop it Chandler.  I'm sorry too.,Monica,sadness,1.0,2806,5,593.0
24687,Hi.,Chandler,neutral,0.0,2807,0,593.0
24688,Hi.,Monica,neutral,0.0,2807,1,593.0
24689,"Hi, listen, I'm sorry about before.",Chandler,sadness,0.0,2807,2,593.0
24690,I don't need to have a game room.,Chandler,neutral,0.0,2807,3,593.0
24691,"I mean when I was a kid I only played those games because I couldn't get girls, and now I",Chandler,neutral,0.0,2807,4,593.0
24692,Stop it Chandler.  I'm sorry too.,Monica,sadness,1.0,2807,5,593.0
24693,Really?,Chandler,surprise,0.0,2807,6,593.0
24694,Hi.,Chandler,neutral,0.0,2808,0,593.0
24695,Hi.,Monica,neutral,0.0,2808,1,593.0
24696,"Hi, listen, I'm sorry about before.",Chandler,sadness,0.0,2808,2,593.0
24697,I don't need to have a game room.,Chandler,neutral,0.0,2808,3,593.0
24698,"I mean when I was a kid I only played those games because I couldn't get girls, and now I",Chandler,neutral,0.0,2808,4,593.0
24699,Stop it Chandler.  I'm sorry too.,Monica,sadness,0.0,2808,5,593.0
24700,Really?,Chandler,surprise,1.0,2808,6,593.0
24701,Yeah! Oh yes!,Monica,anger,1.0,2808,7,593.0
24702,Hi.,Chandler,neutral,0.0,2809,0,593.0
24703,Hi.,Monica,neutral,0.0,2809,1,593.0
24704,"Hi, listen, I'm sorry about before.",Chandler,sadness,0.0,2809,2,593.0
24705,I don't need to have a game room.,Chandler,neutral,0.0,2809,3,593.0
24706,"I mean when I was a kid I only played those games because I couldn't get girls, and now I",Chandler,neutral,0.0,2809,4,593.0
24707,Stop it Chandler.  I'm sorry too.,Monica,sadness,0.0,2809,5,593.0
24708,Really?,Chandler,surprise,0.0,2809,6,593.0
24709,Yeah! Oh yes!,Monica,anger,1.0,2809,7,593.0
24710,Ohh.,Chandler,neutral,0.0,2809,8,593.0
24711,Hi.,Chandler,neutral,0.0,2810,0,593.0
24712,Hi.,Monica,neutral,0.0,2810,1,593.0
24713,"Hi, listen, I'm sorry about before.",Chandler,sadness,1.0,2810,2,593.0
24714,I don't need to have a game room.,Chandler,neutral,1.0,2810,3,593.0
24715,"I mean when I was a kid I only played those games because I couldn't get girls, and now I",Chandler,neutral,1.0,2810,4,593.0
24716,Stop it Chandler.  I'm sorry too.,Monica,sadness,1.0,2810,5,593.0
24717,Really?,Chandler,surprise,1.0,2810,6,593.0
24718,Yeah! Oh yes!,Monica,anger,1.0,2810,7,593.0
24719,Ohh.,Chandler,neutral,1.0,2810,8,593.0
24720,"Listen, we don't have to make that a guest room, we can think of something to do with the room together.",Monica,joy,1.0,2810,9,593.0
24721,Hi.,Chandler,neutral,0.0,2811,0,593.0
24722,Hi.,Monica,neutral,0.0,2811,1,593.0
24723,"Hi, listen, I'm sorry about before.",Chandler,sadness,0.0,2811,2,593.0
24724,I don't need to have a game room.,Chandler,neutral,0.0,2811,3,593.0
24725,"I mean when I was a kid I only played those games because I couldn't get girls, and now I",Chandler,neutral,0.0,2811,4,593.0
24726,Stop it Chandler.  I'm sorry too.,Monica,sadness,1.0,2811,5,593.0
24727,Really?,Chandler,surprise,1.0,2811,6,593.0
24728,Yeah! Oh yes!,Monica,anger,1.0,2811,7,593.0
24729,Ohh.,Chandler,neutral,1.0,2811,8,593.0
24730,"Listen, we don't have to make that a guest room, we can think of something to do with the room together.",Monica,joy,1.0,2811,9,593.0
24731,That's a great idea! We can,Chandler,joy,0.0,2811,10,593.0
24732,"Yeah, and I am okay with being a pushover.",Rachel,neutral,1.0,2812,0,594.0
24733,That's great. Good for you guys.,Phoebe,joy,1.0,2812,1,594.0
24734,I am not high maintenance!,Monica,anger,1.0,2812,2,594.0
24735,I am not a pushover!,Rachel,anger,1.0,2812,3,594.0
24736,"Yeah, and I am okay with being a pushover.",Rachel,neutral,0.0,2813,0,594.0
24737,That's great. Good for you guys.,Phoebe,joy,1.0,2813,1,594.0
24738,I am not high maintenance!,Monica,anger,1.0,2813,2,594.0
24739,I am not a pushover!,Rachel,anger,1.0,2813,3,594.0
24740,Who said you were?,Phoebe,neutral,0.0,2813,4,594.0
24741,"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",Rachel,joy,1.0,2814,0,595.0
24742,That does not sound stupid to me.,Ross,neutral,1.0,2814,1,595.0
24743,"You know, it's like the first time I had to make dinner for myself, after Carol left me?",Ross,neutral,1.0,2814,2,595.0
24744,"I'm sorry, that's all the time we have.",Ross,sadness,0.0,2814,3,595.0
24745,"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",Rachel,joy,0.0,2815,0,595.0
24746,That does not sound stupid to me.,Ross,neutral,0.0,2815,1,595.0
24747,"You know, it's like the first time I had to make dinner for myself, after Carol left me?",Ross,neutral,0.0,2815,2,595.0
24748,"I'm sorry, that's all the time we have.",Ross,sadness,1.0,2815,3,595.0
24749,Next on Ross... Uh-oh.,Ross,neutral,1.0,2815,4,595.0
24750,"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",Rachel,joy,0.0,2816,0,595.0
24751,That does not sound stupid to me.,Ross,neutral,0.0,2816,1,595.0
24752,"You know, it's like the first time I had to make dinner for myself, after Carol left me?",Ross,neutral,0.0,2816,2,595.0
24753,"I'm sorry, that's all the time we have.",Ross,sadness,0.0,2816,3,595.0
24754,Next on Ross... Uh-oh.,Ross,neutral,0.0,2816,4,595.0
24755,What uh-oh?,Rachel,joy,0.0,2816,5,595.0
24756,"Uh-oh, uh-oh, the laundry's done.",Ross,fear,1.0,2816,6,595.0
24757,"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",Rachel,joy,0.0,2817,0,595.0
24758,That does not sound stupid to me.,Ross,neutral,0.0,2817,1,595.0
24759,"You know, it's like the first time I had to make dinner for myself, after Carol left me?",Ross,neutral,0.0,2817,2,595.0
24760,"I'm sorry, that's all the time we have.",Ross,sadness,0.0,2817,3,595.0
24761,Next on Ross... Uh-oh.,Ross,neutral,1.0,2817,4,595.0
24762,What uh-oh?,Rachel,joy,1.0,2817,5,595.0
24763,"Uh-oh, uh-oh, the laundry's done.",Ross,fear,1.0,2817,6,595.0
24764,"It's, uh, it's a song.",Ross,neutral,1.0,2817,7,595.0
24765,"Ok, I know this is gonna sound really stupid, but I feel that if I can do this, you know, if I can actually do my own laundry, there isn't anything I can't do.",Rachel,joy,0.0,2818,0,595.0
24766,That does not sound stupid to me.,Ross,neutral,0.0,2818,1,595.0
24767,"You know, it's like the first time I had to make dinner for myself, after Carol left me?",Ross,neutral,0.0,2818,2,595.0
24768,"I'm sorry, that's all the time we have.",Ross,sadness,1.0,2818,3,595.0
24769,Next on Ross... Uh-oh.,Ross,neutral,1.0,2818,4,595.0
24770,What uh-oh?,Rachel,joy,1.0,2818,5,595.0
24771,"Uh-oh, uh-oh, the laundry's done.",Ross,fear,1.0,2818,6,595.0
24772,"It's, uh, it's a song.",Ross,neutral,1.0,2818,7,595.0
24773,The laundry song that we sing.,Ross,neutral,1.0,2818,8,595.0
24774,"Uh-oh the laundry's done, uh-oh, uh-oh.",Ross,neutral,1.0,2818,9,595.0
24775,"Ross, what's the matter?",Rachel,anger,0.0,2818,10,595.0
24776,Why are you here?,Chandler,surprise,0.0,2819,0,596.0
24777,"Well, Sid and I are trying again and we had trouble last time    because apparently we...",Janice,sadness,1.0,2819,1,596.0
24778,"No no no... I mean,",Chandler,neutral,0.0,2819,2,596.0
24779,Why are you here?,Chandler,surprise,0.0,2820,0,596.0
24780,"Well, Sid and I are trying again and we had trouble last time    because apparently we...",Janice,sadness,0.0,2820,1,596.0
24781,"No no no... I mean,",Chandler,neutral,1.0,2820,2,596.0
24782,Oh! Someone's a little cranky today cuz they have to do it in    a cup!  Oh! They gave you the kiddy size .,Janice,anger,1.0,2820,3,596.0
24783,Why are you here?,Chandler,surprise,1.0,2821,0,596.0
24784,"Well, Sid and I are trying again and we had trouble last time    because apparently we...",Janice,sadness,0.0,2821,1,596.0
24785,"No no no... I mean,",Chandler,neutral,0.0,2821,2,596.0
24786,Oh! Someone's a little cranky today cuz they have to do it in    a cup!  Oh! They gave you the kiddy size .,Janice,anger,1.0,2821,3,596.0
24787,What!?,Chandler,surprise,0.0,2821,4,596.0
24788,Why are you here?,Chandler,surprise,0.0,2822,0,596.0
24789,"Well, Sid and I are trying again and we had trouble last time    because apparently we...",Janice,sadness,0.0,2822,1,596.0
24790,"No no no... I mean,",Chandler,neutral,0.0,2822,2,596.0
24791,Oh! Someone's a little cranky today cuz they have to do it in    a cup!  Oh! They gave you the kiddy size .,Janice,anger,0.0,2822,3,596.0
24792,What!?,Chandler,surprise,0.0,2822,4,596.0
24793,This was fun! But I've got an invasive vaginal exam to get to!,Monica,joy,1.0,2822,5,596.0
24794,"I'd love to stay, but I have eh...  got    a hot date...",Chandler,joy,1.0,2822,6,596.0
24795,Why are you here?,Chandler,surprise,0.0,2823,0,596.0
24796,"Well, Sid and I are trying again and we had trouble last time    because apparently we...",Janice,sadness,0.0,2823,1,596.0
24797,"No no no... I mean,",Chandler,neutral,0.0,2823,2,596.0
24798,Oh! Someone's a little cranky today cuz they have to do it in    a cup!  Oh! They gave you the kiddy size .,Janice,anger,0.0,2823,3,596.0
24799,What!?,Chandler,surprise,1.0,2823,4,596.0
24800,This was fun! But I've got an invasive vaginal exam to get to!,Monica,joy,0.0,2823,5,596.0
24801,"I'd love to stay, but I have eh...  got    a hot date...",Chandler,joy,1.0,2823,6,596.0
24802,Please... go!  Just let me know if you    need a hand!,Janice,neutral,0.0,2823,7,596.0
24803,Why are you here?,Chandler,surprise,1.0,2824,0,596.0
24804,"Well, Sid and I are trying again and we had trouble last time    because apparently we...",Janice,sadness,0.0,2824,1,596.0
24805,"No no no... I mean,",Chandler,neutral,0.0,2824,2,596.0
24806,Oh! Someone's a little cranky today cuz they have to do it in    a cup!  Oh! They gave you the kiddy size .,Janice,anger,0.0,2824,3,596.0
24807,What!?,Chandler,surprise,0.0,2824,4,596.0
24808,This was fun! But I've got an invasive vaginal exam to get to!,Monica,joy,1.0,2824,5,596.0
24809,"I'd love to stay, but I have eh...  got    a hot date...",Chandler,joy,0.0,2824,6,596.0
24810,Please... go!  Just let me know if you    need a hand!,Janice,neutral,1.0,2824,7,596.0
