Dialogue_Id,Speaker,Emotion,Emotion_name,Utterance,Annotate(0/1)
4613.0,monisha,4.0,joy,"hehe.. hehe, kuch nahi, kuch nahi..., bye.",1.0
4613.0,monisha,4.0,joy,"daddy ji, achha kiya aapne mujhe rook liya, varana mai to bolne ki wali thi",1.0
4613.0,indu,4.0,joy,"baal baal bach gaye monisha, varana dushyant fridge repair karne yaha rehata.",0
,,,,,
4614.0,indu,4.0,joy,"baal baal bach gaye monisha, varana dushyant fridge repair karne yaha rehata.",0
4614.0,rosesh,0.0,neutral,monisha bhabi.,1.0
4614.0,rosesh,0.0,neutral,dushyant bhi ajeeb aadmi hai,1.0
4614.0,indu,6.0,fear,kya! usne tujhe bhi phone kiya!?,0
,,,,,
4615.0,rosesh,0.0,neutral,dushyant bhi ajeeb aadmi hai,0
4615.0,indu,6.0,fear,kya! usne tujhe bhi phone kiya!?,1.0
4615.0,rosesh,4.0,joy,haan. kehe raha tha ki david and sons ki lift mat khareedana.,0
,,,,,
4616.0,rosesh,4.0,joy,haan. kehe raha tha ki david and sons ki lift mat khareedana.,0
4616.0,indu,6.0,fear,"tu ne, tu ne, baat kya ki uske saath!?",1.0
4616.0,rosesh,0.0,neutral,"maine usse poocha, sonya kaise hai, to usne kaha...",0
,,,,,
4617.0,rosesh,0.0,neutral,"maine usse poocha, sonya kaise hai, to usne kaha...",0
4617.0,indu,6.0,fear,"sonya ki wrist watch kaha kaam karti hai. aray ye sab pata hai mujhe, iske alawa aur kuch kaha usne?",1.0
4617.0,rosesh,4.0,joy,"uske alawa, usne sab ki khabar puchi. cd player kaisa hai, geyser, fridge kaisa hai.",0
,,,,,
4618.0,indu,6.0,fear,"sonya ki wrist watch kaha kaam karti hai. aray ye sab pata hai mujhe, iske alawa aur kuch kaha usne?",0
4618.0,rosesh,4.0,joy,"uske alawa, usne sab ki khabar puchi. cd player kaisa hai, geyser, fridge kaisa hai.",1.0
4618.0,indu,5.0,sadness,"nahi..., nahi. tune kaha to nahi na!?",0
,,,,,
4619.0,rosesh,4.0,joy,"uske alawa, usne sab ki khabar puchi. cd player kaisa hai, geyser, fridge kaisa hai.",0
4619.0,indu,5.0,sadness,"nahi..., nahi. tune kaha to nahi na!?",1.0
4619.0,rosesh,0.0,neutral,"maine kaha, ki humara fridge kharab ho gaya hai.",0
,,,,,
4620.0,maya,0.0,neutral,"okay, ab hello kahe?",0
4620.0,dushyant,0.0,neutral,haan.,1.0
4620.0,maya,4.0,joy,hello dushyant.,0
,,,,,
4621.0,dushyant,0.0,neutral,hello mom.,0
4621.0,dushyant,7.0,surprise,ye fridge mein to bilkul cooling nahi hai!,1.0
,,,,,
4622.0,maya,4.0,joy,hello dushyant.,0
4622.0,dushyant,0.0,neutral,hello mom.,0
4622.0,dushyant,7.0,surprise,ye fridge mein to bilkul cooling nahi hai!,1.0
4622.0,maya,0.0,neutral,i know.,0
,,,,,
4623.0,dushyant,7.0,surprise,"ye, kaise ho gaya ye?",0
4623.0,dushyant,5.0,sadness,"kal raat tak to, achha bhala, hasta khelta, thanda tha nahi fridge",1.0
,,,,,
4624.0,maya,0.0,neutral,i know.,0
4624.0,dushyant,7.0,surprise,"ye, kaise ho gaya ye?",0
4624.0,dushyant,5.0,sadness,"kal raat tak to, achha bhala, hasta khelta, thanda tha nahi fridge",1.0
4624.0,maya,2.0,anger,"haan. kal to bechaare ne barph bhi jamai, aur fir achaanak... can we cut this out dushyant! fridge ka dehaant nahi ho gaya hai, condolence dena band karo.",0
,,,,,
4625.0,rosesh,5.0,sadness,"moma, service centre se 2 din tak koi nahi aa sakata.",0
4625.0,rosesh,7.0,surprise,oh my god! dushyant.,0
,,,,,
4626.0,rosesh,7.0,surprise,oh my god! dushyant.,0
4626.0,dushyant,0.0,neutral,hi rosesh.,1.0
4626.0,rosesh,0.0,neutral,hi.,0
,,,,,
4627.0,rosesh,0.0,neutral,hi.,0
4627.0,rosesh,5.0,sadness,vo office mein sab ko jaundice ho gaya hai moma.,1.0
,,,,,
4628.0,maya,2.0,anger,"haan. kal to bechaare ne barph bhi jamai, aur fir achaanak... can we cut this out dushyant! fridge ka dehaant nahi ho gaya hai, condolence dena band karo.",0
4628.0,rosesh,5.0,sadness,"moma, service centre se 2 din tak koi nahi aa sakata.",0
4628.0,rosesh,7.0,surprise,oh my god! dushyant.,0
4628.0,dushyant,0.0,neutral,hi rosesh.,0
4628.0,rosesh,0.0,neutral,hi.,0
4628.0,rosesh,5.0,sadness,vo office mein sab ko jaundice ho gaya hai moma.,1.0
4628.0,dushyant,0.0,neutral,"sab ko? matlab ki vaha ha water contaminated hai, which means ki vaha ka water filter kharab ho gaya hai",1.0
4628.0,maya,4.0,joy,"wonderful, to tum jaa kar ke water filter repair karne ki koshish kyu nahi karte?",0
,,,,,
4629.0,rosesh,5.0,sadness,vo office mein sab ko jaundice ho gaya hai moma.,0
4629.0,dushyant,0.0,neutral,"sab ko? matlab ki vaha ha water contaminated hai, which means ki vaha ka water filter kharab ho gaya hai",0
4629.0,maya,4.0,joy,"wonderful, to tum jaa kar ke water filter repair karne ki koshish kyu nahi karte?",1.0
4629.0,maya,4.0,joy,"rosesh, jara dushyant ko please uska address de dena.",1.0
4629.0,rosesh,0.0,neutral,come come...,0
,,,,,
4630.0,dushyant,0.0,neutral,"sab ko? matlab ki vaha ha water contaminated hai, which means ki vaha ka water filter kharab ho gaya hai",0
4630.0,maya,4.0,joy,"wonderful, to tum jaa kar ke water filter repair karne ki koshish kyu nahi karte?",1.0
4630.0,maya,4.0,joy,"rosesh, jara dushyant ko please uska address de dena.",1.0
4630.0,rosesh,0.0,neutral,come come...,1.0
4630.0,dushyant,0.0,neutral,"mom. aap, aap, mujhe yaha se bhagane ki koshish kar rahi hai?",0
,,,,,
4631.0,maya,4.0,joy,"rosesh, jara dushyant ko please uska address de dena.",0
4631.0,rosesh,0.0,neutral,come come...,0
4631.0,dushyant,0.0,neutral,"mom. aap, aap, mujhe yaha se bhagane ki koshish kar rahi hai?",1.0
4631.0,maya,0.0,neutral,"well..., haa.",0
,,,,,
4632.0,dushyant,0.0,neutral,"mom. aap, aap, mujhe yaha se bhagane ki koshish kar rahi hai?",0
4632.0,maya,0.0,neutral,"well..., haa.",1.0
4632.0,dushyant,5.0,sadness,this is rude. aap apamaan kar rahi hai mera. aur koi bhi daamaad is tarah ha insult bardaast nahi kar sakata.,0
,,,,,
4633.0,dushyant,5.0,sadness,this is rude. aap apamaan kar rahi hai mera. aur koi bhi daamaad is tarah ha insult bardaast nahi kar sakata.,0
4633.0,maya,0.0,neutral,bilkul rahi kaha tumne.,1.0
4633.0,dushyant,0.0,neutral,vo to achha hai ki mai choti choti baaton mein bura nahi manata. varana chala jata yaha se. toolkit kaha hai rosesh?,0
,,,,,
4634.0,maya,0.0,neutral,nahi hai.,0
4634.0,dushyant,0.0,neutral,"kyu, rosesh ke birthday pe maine gift to diya tha.",1.0
4634.0,maya,1.0,contempt,tum logonko gift pe toolkit dete ho?,0
,,,,,
4635.0,maya,1.0,contempt,tum logonko gift pe toolkit dete ho?,0
4635.0,rosesh,0.0,neutral,"pichhale saal, 2 plugs aur 6 switches di thi.",1.0
4635.0,maya,4.0,joy,to i am very lucky. dushyant ne mujhe to ghadi di thi.,0
,,,,,
4636.0,dushyant,0.0,neutral,rosesh ko sonya intelligent nahi lagti?,0
4636.0,maya,4.0,joy,"nahi, haha. vo kya hai na, jab se usne tum se shaadi ki hai, tab se logonko shak hone laga hai sonya ke intelligence par.",1.0
4636.0,dushyant,5.0,sadness,aap fir se apamaan kar rahi hai mera.,0
,,,,,
4637.0,dushyant,5.0,sadness,aap fir se apamaan kar rahi hai mera.,0
4637.0,maya,4.0,joy,second time!,1.0
4637.0,dushyant,2.0,anger,"teesaree baar mat karna. varana 2-3 dino ke liye rehane aya hu vo cancel kar, ke kal hi ghar vaapas chala jaunga.",0
,,,,,
4638.0,madhusudhan,0.0,neutral,hai?,0
4638.0,sonya,0.0,neutral,"madhu fufa, kal dushyant ka birthday hai.",1.0
4638.0,indu,0.0,neutral,"dumb charades ki bina ye nahi samajhenge, sonya.",1.0
4638.0,sonya,0.0,neutral,"fufa, kal..., mere pati..., pati, dushyant...",1.0
4638.0,madhusudhan,2.0,anger,"haan, tera pati dushyant, aage bol na!",0
,,,,,
4639.0,madhusudhan,2.0,anger,"haan, tera pati dushyant, aage bol na!",0
4639.0,sonya,0.0,neutral,"haan! uska, ...",1.0
4639.0,madhusudhan,4.0,joy,janmadin!?,0
,,,,,
4640.0,sonya,0.0,neutral,"haan! uska, ...",0
4640.0,madhusudhan,4.0,joy,janmadin!?,1.0
4640.0,sonya,4.0,joy,haan.,0
,,,,,
4641.0,madhusudhan,4.0,joy,janmadin!?,0
4641.0,sonya,4.0,joy,haan.,1.0
4641.0,madhusudhan,0.0,neutral,kitne saal ka ho jaaega vo?,0
,,,,,
4642.0,indu,0.0,neutral,"dumb charades ki bina ye nahi samajhenge, sonya.",0
4642.0,sonya,0.0,neutral,"fufa, kal..., mere pati..., pati, dushyant...",0
4642.0,madhusudhan,2.0,anger,"haan, tera pati dushyant, aage bol na!",0
4642.0,sonya,0.0,neutral,"haan! uska, ...",0
4642.0,madhusudhan,4.0,joy,janmadin!?,0
4642.0,sonya,4.0,joy,haan.,0
4642.0,madhusudhan,0.0,neutral,kitne saal ka ho jaaega vo?,1.0
4642.0,indu,2.0,anger,"aap ko kya lena dena, panchaayatee laal!",0
,,,,,
4643.0,madhusudhan,0.0,neutral,"nahi nahi, umar. umar kitni ho jaegi uski?",0
4643.0,madhusudhan,4.0,joy,"2 saal, hahaha!",1.0
,,,,,
4644.0,madhusudhan,4.0,joy,"2 saal, hahaha!",0
4644.0,indu,2.0,anger,"aray iska ishaara to pura hone dijiye, hehe-chand.",1.0
4644.0,madhusudhan,0.0,neutral,hai?,0
,,,,,
4645.0,madhusudhan,0.0,neutral,hai?,0
4645.0,monisha,0.0,neutral,"daddy ji, aap bhi na. didi, aap 2 ka ishaara kijiye, mai 9 ka karti hu, theek hai?",1.0
4645.0,madhusudhan,7.0,surprise,92!?,0
,,,,,
4646.0,monisha,0.0,neutral,"daddy ji, aap bhi na. didi, aap 2 ka ishaara kijiye, mai 9 ka karti hu, theek hai?",0
4646.0,madhusudhan,7.0,surprise,92!?,1.0
4646.0,monisha,3.0,disgust,huh... pch.,0
,,,,,
4647.0,madhusudhan,7.0,surprise,92!?,0
4647.0,monisha,3.0,disgust,huh... pch.,1.0
4647.0,madhusudhan,0.0,neutral,"haan haan, 29.",0
,,,,,
4648.0,sonya,4.0,joy,haan!,0
4648.0,sonya,2.0,anger,"aur ab, aap, please, shaanti rakhiye.",0
,,,,,
4649.0,sonya,2.0,anger,"aur ab, aap, please, shaanti rakhiye.",0
4649.0,sonya,0.0,neutral,daddy.,1.0
,,,,,
4650.0,indu,2.0,anger,"aray iska ishaara to pura hone dijiye, hehe-chand.",0
4650.0,madhusudhan,0.0,neutral,hai?,0
4650.0,monisha,0.0,neutral,"daddy ji, aap bhi na. didi, aap 2 ka ishaara kijiye, mai 9 ka karti hu, theek hai?",0
4650.0,madhusudhan,7.0,surprise,92!?,0
4650.0,monisha,3.0,disgust,huh... pch.,0
4650.0,madhusudhan,0.0,neutral,"haan haan, 29.",0
4650.0,sonya,4.0,joy,haan!,0
4650.0,sonya,2.0,anger,"aur ab, aap, please, shaanti rakhiye.",0
4650.0,sonya,0.0,neutral,daddy.,1.0
4650.0,indu,0.0,neutral,haan.,0
,,,,,
4651.0,sonya,0.0,neutral,daddy.,0
4651.0,indu,0.0,neutral,haan.,1.0
4651.0,sonya,4.0,joy,"mai, mai dushyant ko aaj raat 12 baje, surprise dena chahati hu.",0
,,,,,
4652.0,indu,0.0,neutral,haan.,0
4652.0,sonya,4.0,joy,"mai, mai dushyant ko aaj raat 12 baje, surprise dena chahati hu.",1.0
4652.0,indu,4.0,joy,good idea.,0
,,,,,
4653.0,monisha,3.0,disgust,huh... pch.,0
4653.0,madhusudhan,0.0,neutral,"haan haan, 29.",0
4653.0,sonya,4.0,joy,haan!,0
4653.0,sonya,2.0,anger,"aur ab, aap, please, shaanti rakhiye.",0
4653.0,sonya,0.0,neutral,daddy.,0
4653.0,indu,0.0,neutral,haan.,0
4653.0,sonya,4.0,joy,"mai, mai dushyant ko aaj raat 12 baje, surprise dena chahati hu.",1.0
4653.0,indu,4.0,joy,good idea.,1.0
4653.0,monisha,4.0,joy,"haan, sach, very good idea. mai, udapi ke yaha phone kar ke masala dosa mangava leti hu.",0
,,,,,
4654.0,sonya,4.0,joy,"mai, mai dushyant ko aaj raat 12 baje, surprise dena chahati hu.",0
4654.0,indu,4.0,joy,good idea.,0
4654.0,monisha,4.0,joy,"haan, sach, very good idea. mai, udapi ke yaha phone kar ke masala dosa mangava leti hu.",1.0
4654.0,sonya,0.0,neutral,"masala dosa mein, surprise kya hai monisha bhabi?",0
,,,,,
4655.0,monisha,4.0,joy,"haan, sach, very good idea. mai, udapi ke yaha phone kar ke masala dosa mangava leti hu.",0
4655.0,sonya,0.0,neutral,"masala dosa mein, surprise kya hai monisha bhabi?",1.0
4655.0,monisha,0.0,neutral,"pch, aray mai masale ke andar 1 rupaye ka coin chupa dungi na.",0
,,,,,
4656.0,monisha,0.0,neutral,"pch, aray mai masale ke andar 1 rupaye ka coin chupa dungi na.",0
4656.0,monisha,4.0,joy,"jara sochiye, jab jijaji ek rupaya khaenge, aur unke muh mein 1 rupaye ka coin aaega, to vo kitne surprise honge!",1.0
,,,,,
4657.0,indu,4.0,joy,good idea.,0
4657.0,monisha,4.0,joy,"haan, sach, very good idea. mai, udapi ke yaha phone kar ke masala dosa mangava leti hu.",0
4657.0,sonya,0.0,neutral,"masala dosa mein, surprise kya hai monisha bhabi?",0
4657.0,monisha,0.0,neutral,"pch, aray mai masale ke andar 1 rupaye ka coin chupa dungi na.",1.0
4657.0,monisha,4.0,joy,"jara sochiye, jab jijaji ek rupaya khaenge, aur unke muh mein 1 rupaye ka coin aaega, to vo kitne surprise honge!",1.0
4657.0,indu,0.0,neutral,"monisha..., ye isse thoda bada surprise dena cahhati hai, you understand na.",0
,,,,,
4658.0,monisha,4.0,joy,"jara sochiye, jab jijaji ek rupaya khaenge, aur unke muh mein 1 rupaye ka coin aaega, to vo kitne surprise honge!",0
4658.0,indu,0.0,neutral,"monisha..., ye isse thoda bada surprise dena cahhati hai, you understand na.",1.0
4658.0,monisha,0.0,neutral,"achha? to theek hai, mai masale ke andar 5 rupaye ka coin daal dungi.",0
,,,,,
4659.0,sonya,0.0,neutral,"masala dosa mein, surprise kya hai monisha bhabi?",0
4659.0,monisha,0.0,neutral,"pch, aray mai masale ke andar 1 rupaye ka coin chupa dungi na.",0
4659.0,monisha,4.0,joy,"jara sochiye, jab jijaji ek rupaya khaenge, aur unke muh mein 1 rupaye ka coin aaega, to vo kitne surprise honge!",0
4659.0,indu,0.0,neutral,"monisha..., ye isse thoda bada surprise dena cahhati hai, you understand na.",1.0
4659.0,monisha,0.0,neutral,"achha? to theek hai, mai masale ke andar 5 rupaye ka coin daal dungi.",1.0
4659.0,sonya,1.0,contempt,5 rupaye ke coin mein aaj kal bhikaari bhi surprise nahi hota.,0
,,,,,
4660.0,sonya,1.0,contempt,5 rupaye ke coin mein aaj kal bhikaari bhi surprise nahi hota.,0
4660.0,indu,0.0,neutral,"to dushyant kaha se hoga monisha, jara socho.",1.0
4660.0,sonya,0.0,neutral,"okay now listen, monisha bhabhi, cake ka order de dijiye.",0
,,,,,
4661.0,monisha,0.0,neutral,"achha? to theek hai, mai masale ke andar 5 rupaye ka coin daal dungi.",0
4661.0,sonya,1.0,contempt,5 rupaye ke coin mein aaj kal bhikaari bhi surprise nahi hota.,0
4661.0,indu,0.0,neutral,"to dushyant kaha se hoga monisha, jara socho.",0
4661.0,sonya,0.0,neutral,"okay now listen, monisha bhabhi, cake ka order de dijiye.",1.0
4661.0,indu,0.0,neutral,"call may fay, cake shop immediately.",1.0
4661.0,monisha,4.0,joy,mai khud jaa ke le aati tu daddy ji. thodi jidd karungi to candles free me de denge vo log.,0
,,,,,
4662.0,sonya,0.0,neutral,"okay now listen, monisha bhabhi, cake ka order de dijiye.",0
4662.0,indu,0.0,neutral,"call may fay, cake shop immediately.",0
4662.0,monisha,4.0,joy,mai khud jaa ke le aati tu daddy ji. thodi jidd karungi to candles free me de denge vo log.,1.0
4662.0,sonya,6.0,fear,"okay, okay, monisha bhabhi please. ek decent cake, okay?",0
,,,,,
4663.0,sonya,6.0,fear,"okay, okay, monisha bhabhi please. ek decent cake, okay?",0
4663.0,sonya,0.0,neutral,"and dad, you order the champagne.",0
,,,,,
4664.0,monisha,4.0,joy,mai khud jaa ke le aati tu daddy ji. thodi jidd karungi to candles free me de denge vo log.,0
4664.0,sonya,6.0,fear,"okay, okay, monisha bhabhi please. ek decent cake, okay?",0
4664.0,sonya,0.0,neutral,"and dad, you order the champagne.",1.0
4664.0,indu,0.0,neutral,right away.,1.0
4664.0,monisha,6.0,fear,"nahi, nahi. champagne to hai!",0
,,,,,
4665.0,monisha,6.0,fear,"nahi, nahi. champagne to hai!",0
4665.0,indu,0.0,neutral,huh?,1.0
4665.0,monisha,4.0,joy,"haan, sahil ke birthday pe jo bottle kholi thi, vo aadhi se jyada bach gayi hai na.",0
,,,,,
4666.0,sonya,0.0,neutral,"and dad, you order the champagne.",0
4666.0,indu,0.0,neutral,right away.,0
4666.0,monisha,6.0,fear,"nahi, nahi. champagne to hai!",0
4666.0,indu,0.0,neutral,huh?,0
4666.0,monisha,4.0,joy,"haan, sahil ke birthday pe jo bottle kholi thi, vo aadhi se jyada bach gayi hai na.",1.0
4666.0,sonya,1.0,contempt,"to fir cake bhi mat manjavao, sahil bhai ke birthday ki cake bhi to bach gayi hogi.",0
,,,,,
4667.0,monisha,4.0,joy,"haan, sahil ke birthday pe jo bottle kholi thi, vo aadhi se jyada bach gayi hai na.",0
4667.0,sonya,1.0,contempt,"to fir cake bhi mat manjavao, sahil bhai ke birthday ki cake bhi to bach gayi hogi.",1.0
4667.0,monisha,0.0,neutral,"kya sonya didi, kaise baate karti hai aap. cake bachi bhi hoti to chalti kaise. uske upar happy birthday sahil likha hota na.",0
,,,,,
4668.0,indu,0.0,neutral,huh?,0
4668.0,monisha,4.0,joy,"haan, sahil ke birthday pe jo bottle kholi thi, vo aadhi se jyada bach gayi hai na.",0
4668.0,sonya,1.0,contempt,"to fir cake bhi mat manjavao, sahil bhai ke birthday ki cake bhi to bach gayi hogi.",1.0
4668.0,monisha,0.0,neutral,"kya sonya didi, kaise baate karti hai aap. cake bachi bhi hoti to chalti kaise. uske upar happy birthday sahil likha hota na.",1.0
4668.0,indu,4.0,joy,"no problem monisha, hum happy birthday sahil mita ke, uski jagaha, happy birthday dushyant likh denge, toothpaste se, okay!",0
,,,,,
4669.0,monisha,0.0,neutral,"kya sonya didi, kaise baate karti hai aap. cake bachi bhi hoti to chalti kaise. uske upar happy birthday sahil likha hota na.",0
4669.0,indu,4.0,joy,"no problem monisha, hum happy birthday sahil mita ke, uski jagaha, happy birthday dushyant likh denge, toothpaste se, okay!",1.0
4669.0,monisha,4.0,joy,haan!,0
,,,,,
4670.0,indu,4.0,joy,"no problem monisha, hum happy birthday sahil mita ke, uski jagaha, happy birthday dushyant likh denge, toothpaste se, okay!",0
4670.0,monisha,4.0,joy,haan!,1.0
4670.0,indu,2.0,anger,"hehe, kya haan, jao, cake le aao.",0
,,,,,
4671.0,indu,2.0,anger,"hehe, kya haan, jao, cake le aao.",0
4671.0,indu,0.0,neutral,"and you don't worry, i'll organize the champagne, ok.",0
,,,,,
4672.0,sonya,1.0,contempt,"to fir cake bhi mat manjavao, sahil bhai ke birthday ki cake bhi to bach gayi hogi.",0
4672.0,monisha,0.0,neutral,"kya sonya didi, kaise baate karti hai aap. cake bachi bhi hoti to chalti kaise. uske upar happy birthday sahil likha hota na.",0
4672.0,indu,4.0,joy,"no problem monisha, hum happy birthday sahil mita ke, uski jagaha, happy birthday dushyant likh denge, toothpaste se, okay!",0
4672.0,monisha,4.0,joy,haan!,0
4672.0,indu,2.0,anger,"hehe, kya haan, jao, cake le aao.",1.0
4672.0,indu,0.0,neutral,"and you don't worry, i'll organize the champagne, ok.",1.0
4672.0,sonya,0.0,neutral,aur mai gift ki arrangement karti hu.,0
,,,,,
4673.0,madhusudhan,0.0,neutral,ae sonya...,0
4673.0,sonya,0.0,neutral,hmm,1.0
4673.0,madhusudhan,4.0,joy,"dushyant ke janamdin par, ek party varty ka intajaam karte hai, kya khayaal hai?",0
,,,,,
4674.0,maya,2.0,anger,"dushyant, please rehane do na fridge ko.",0
4674.0,dushyant,0.0,neutral,i think refrigerator ka ducting jam ho gaya hai,1.0
4674.0,maya,5.0,sadness,what does that mean?,0
,,,,,
4675.0,maya,5.0,sadness,what does that mean?,0
4675.0,dushyant,0.0,neutral,"um..., ye...",1.0
4675.0,maya,0.0,neutral,ye haat ponchhane ka kapda hai.,0
,,,,,
4676.0,dushyant,0.0,neutral,"use your imagination mom. maan lo ki ye butter ka packet hai, aur.., um, rosesh muh kholo. maan lo ki rosesh refrigerator hai. ab ye butter box...",0
4676.0,rosesh,3.0,disgust,"mai ye pocha muh mein nahi rakhane wala, okay.",1.0
4676.0,dushyant,2.0,anger,"aray, to fir mai kaise explain karunga ki fridge ka ducting problem kya hai? muh kholo na!",0
,,,,,
4677.0,dushyant,2.0,anger,"aray, to fir mai kaise explain karunga ki fridge ka ducting problem kya hai? muh kholo na!",0
4677.0,maya,0.0,neutral,"vo kapda feko, ye chikki muh me daalo rosesh ke.",1.0
4677.0,dushyant,1.0,contempt,"mom, aap log chikki fridge me rakhate ho?",0
,,,,,
4678.0,dushyant,1.0,contempt,"mom, aap log chikki fridge me rakhate ho?",0
4678.0,maya,0.0,neutral,"now why don't you use your imagination, dushyant. samajh lo ki ye chikki ka tukada, doodh ka katora hai.",1.0
4678.0,dushyant,0.0,neutral,"no no! pineapple, kata hua.",0
,,,,,
4679.0,maya,0.0,neutral,"now why don't you use your imagination, dushyant. samajh lo ki ye chikki ka tukada, doodh ka katora hai.",0
4679.0,dushyant,0.0,neutral,"no no! pineapple, kata hua.",1.0
4679.0,maya,2.0,anger,"dushyant! agar ye fridge itni der khul rahega na, to ye bhi kharab ho jaega. muh band karao!",0
,,,,,
4680.0,rosesh,3.0,disgust,"mai ye pocha muh mein nahi rakhane wala, okay.",0
4680.0,dushyant,2.0,anger,"aray, to fir mai kaise explain karunga ki fridge ka ducting problem kya hai? muh kholo na!",0
4680.0,maya,0.0,neutral,"vo kapda feko, ye chikki muh me daalo rosesh ke.",0
4680.0,dushyant,1.0,contempt,"mom, aap log chikki fridge me rakhate ho?",0
4680.0,maya,0.0,neutral,"now why don't you use your imagination, dushyant. samajh lo ki ye chikki ka tukada, doodh ka katora hai.",0
4680.0,dushyant,0.0,neutral,"no no! pineapple, kata hua.",1.0
4680.0,maya,2.0,anger,"dushyant! agar ye fridge itni der khul rahega na, to ye bhi kharab ho jaega. muh band karao!",1.0
4680.0,rosesh,4.0,joy,"moma, ye to achha hai ki humare ghar mein kisi ko family planning ki problem nahi hai, varana pata nahi ye dushyant kya karta!",0
,,,,,
4681.0,maya,2.0,anger,"dushyant! agar ye fridge itni der khul rahega na, to ye bhi kharab ho jaega. muh band karao!",0
4681.0,rosesh,4.0,joy,"moma, ye to achha hai ki humare ghar mein kisi ko family planning ki problem nahi hai, varana pata nahi ye dushyant kya karta!",1.0
4681.0,maya,4.0,joy,"in fact sweetie, sab se jyada shukragujaar to tumhe hona chahiye. kyu ki dushyant humesha tum hi ko to model banata hai.",0
,,,,,
4682.0,dushyant,0.0,neutral,"no no! pineapple, kata hua.",0
4682.0,maya,2.0,anger,"dushyant! agar ye fridge itni der khul rahega na, to ye bhi kharab ho jaega. muh band karao!",0
4682.0,rosesh,4.0,joy,"moma, ye to achha hai ki humare ghar mein kisi ko family planning ki problem nahi hai, varana pata nahi ye dushyant kya karta!",1.0
4682.0,maya,4.0,joy,"in fact sweetie, sab se jyada shukragujaar to tumhe hona chahiye. kyu ki dushyant humesha tum hi ko to model banata hai.",1.0
4682.0,maya,4.0,joy,can you imagine!,1.0
4682.0,rosesh,4.0,joy,"moma, you are so naughty!",1.0
4682.0,dushyant,5.0,sadness,"mom.. ab aap aur rosesh, dono mil ke mera apamaan kar rahe hai.",0
,,,,,
4683.0,maya,4.0,joy,can you imagine!,0
4683.0,rosesh,4.0,joy,"moma, you are so naughty!",0
4683.0,dushyant,5.0,sadness,"mom.. ab aap aur rosesh, dono mil ke mera apamaan kar rahe hai.",1.0
4683.0,maya,0.0,neutral,"hai na, ye tumhare saath jyatti nahi ho rahi.",0
,,,,,
4684.0,dushyant,5.0,sadness,"mom.. ab aap aur rosesh, dono mil ke mera apamaan kar rahe hai.",0
4684.0,maya,0.0,neutral,"hai na, ye tumhare saath jyatti nahi ho rahi.",1.0
4684.0,dushyant,0.0,neutral,haan. aur ab mai yaha ek pal bhi nahi rukunga.... fridge repair ho jane ke baad.,0
,,,,,
4685.0,maya,0.0,neutral,"hai na, ye tumhare saath jyatti nahi ho rahi.",0
4685.0,dushyant,0.0,neutral,haan. aur ab mai yaha ek pal bhi nahi rukunga.... fridge repair ho jane ke baad.,1.0
4685.0,maya,2.0,anger,oh my god. dushyant please...,0
,,,,,
4686.0,maya,2.0,anger,oh my god. dushyant please...,0
4686.0,dushyant,0.0,neutral,"here it goes. 1, 2, and fridge on!",1.0
4686.0,maya,7.0,surprise,oh my god. ye kya hua? huh? ye lights kyu off ho gayi?,1.0
,,,,,
4687.0,maya,7.0,surprise,oh my god. ye kya hua? huh? ye lights kyu off ho gayi?,0
4687.0,dushyant,0.0,neutral,i'll explain.,1.0
4687.0,maya,6.0,fear,kya kiya tumne dushyant!,0
,,,,,
4688.0,rosesh,4.0,joy,"moma, you are so naughty!",0
4688.0,dushyant,5.0,sadness,"mom.. ab aap aur rosesh, dono mil ke mera apamaan kar rahe hai.",0
4688.0,maya,0.0,neutral,"hai na, ye tumhare saath jyatti nahi ho rahi.",0
4688.0,dushyant,0.0,neutral,haan. aur ab mai yaha ek pal bhi nahi rukunga.... fridge repair ho jane ke baad.,0
4688.0,maya,2.0,anger,oh my god. dushyant please...,0
4688.0,dushyant,0.0,neutral,"here it goes. 1, 2, and fridge on!",0
4688.0,maya,7.0,surprise,oh my god. ye kya hua? huh? ye lights kyu off ho gayi?,0
4688.0,dushyant,0.0,neutral,i'll explain.,0
4688.0,maya,6.0,fear,kya kiya tumne dushyant!,1.0
4688.0,dushyant,0.0,neutral,"rosesh, yaha aao.",1.0
4688.0,rosesh,7.0,surprise,"mai nahi aa raha hu, mai ja raha hu..., aaahh...",1.0
,,,,,
4689.0,maya,6.0,fear,kya kiya tumne dushyant!,0
4689.0,dushyant,0.0,neutral,"rosesh, yaha aao.",0
4689.0,rosesh,7.0,surprise,"mai nahi aa raha hu, mai ja raha hu..., aaahh...",1.0
4689.0,maya,7.0,surprise,"oh, oh oohhh!",0
,,,,,
4690.0,rosesh,7.0,surprise,"mai nahi aa raha hu, mai ja raha hu..., aaahh...",0
4690.0,maya,7.0,surprise,"oh, oh oohhh!",0.0
4690.0,rosesh,5.0,sadness,mera paanv,1.0
,,,,,
4691.0,dushyant,0.0,neutral,"rosesh, yaha aao.",0
4691.0,rosesh,7.0,surprise,"mai nahi aa raha hu, mai ja raha hu..., aaahh...",0
4691.0,maya,7.0,surprise,"oh, oh oohhh!",1.0
4691.0,rosesh,5.0,sadness,mera paanv,0
4691.0,dushyant,2.0,anger,what mom?,0
,,,,,
4692.0,maya,7.0,surprise,"oh, oh oohhh!",0
