Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID
7505,monisha bhabi aap bhi...,rosesh,neutral,300,10
7506,rosesh bhaiya agar in 6 salan mei apko mujhse thoda bohut lagao ho geya hai to meri liye ek sradhanjali gaa ke suna dijie ga.aaiye .. ye lijie blank paper uthaiye. likhiye,monisha,neutral,300,11
7507,ye mujhse nhi hoga bhabi.,rosesh,sadness,300,12
7508,aap kavi hai rosesh bhaiya.,monisha,neutral,300,13
7509,haan wo to hai.,rosesh,neutral,300,14
7510,sradhanjali ka suruat ek ache se kabita se kijiega.jise padh kar lage ki use maine likha hai pahle kavita fir ek acchi si shradhanjalia.likhiye ga na?,monisha,sadness,300,15
7511,monisha monisha tum gale mein fansi dekar jaan dene ja rahi ho,dushyant,neutral,300,16
7512,ji,monisha,neutral,300,17
7513,aur khud khushi asafal rahi to jail ho sakti hai do you know that,dushyant,neutral,300,18
7514,jail?,monisha,surprise,300,19
7515,vaise 15 20 hazar ka jadi mana dekhe chhutkara paye sakti ho lekin,dushyant,neutral,300,20
7516,15 20 hazar rupay. ek to marungi bhi nahin upar se kharcha. yah to vahi baat hua na ki khae piye kuchh nahin glass toda bara ana.,monisha,fear,300,21
7517,don't worry monisha main tumhare liye suicide ke kuchh naye tarike dhundh ke rakha hai internet per i show you,dushyant,neutral,300,22
7518,dushyant hamen monisha bhabhi ko marne se rokna hai ok,rosesh,anger,300,23
7519,izhar life roses ham sirf samjha sakte hain. monisha mat maro,dushyant,neutral,300,24
7520,mera faisla atal hai,monisha,neutral,300,25
7521,so pahla tarikh aaya hai african jadi buti mombolina ko chaba chaba kar khane se hanste haste mat ho sakti hai.,dushyant,neutral,300,26
7522,kitne ki hai,monisha,neutral,300,27
7523,39.99$,dushyant,neutral,300,28
7524,bahut mahangi hai,monisha,fear,300,29
7525,ok yah free wala hai,dushyant,neutral,300,30
7526,sach,monisha,joy,300,31
7527,california ke spencer tower per 135 floor per jakar jump mar sakte ho,dushyant,neutral,300,32
7528,155 wah floor taklif nahin hogi?,monisha,fear,300,33
7529,not at all lift hain us building mein,dushyant,neutral,300,34
7530,yah lift se upar chadhne ki nahin upar se jump marne ki baat ki taklif ke baat kar rahe hain will you get out this nonsense please. monisha bhabhi ab suicide nahin kar rahi hai ok. a rivera board mein salwar kameez ki bahut badi sale lagi hai pata hai aapko,rosesh,neutral,300,35
7531,kya,monisha,surprise,300,36
7532,yeah yeah yeah he is right 70% of stock clear on sale hai. per monisha vahan per store manager ki wife kanch ki contact lens pahnati hai. you believe that?,dushyant,contempt,300,37
7533,achha dushyant jija ji mujhe please vah mall mein chhod dijiye na. main thodi der bad mar lungi. aur aise bhi mujhe aakar roses bhaiya ki likhi hui shradhanjali bhi suni hai. roses bhaiya mein mall mein jakar aati hu. tab tak aap meri shradhanjali likhkar rakhi jaega.ok?,monisha,neutral,300,38
7534,well what can i say,rosesh,neutral,300,39
7535,you can say ok yah maine hi likhunga yeah let's see . so many things you can say,dushyant,neutral,300,40
7536,rosesh bhaiya yad rahe shradhanjali se pahle kavita aur vah bhi aisi jaise logon ko lage ki maine likhi hai ok ..... jija ji,monisha,joy,300,41
7537,roses kuchh likha ki nahin tumne,sahil,fear,301,0
7538,nai,rosesh,neutral,301,1
7539,matlab 3 ghante bad bhi kuchh nahin hua is kagaj mein,sahil,neutral,301,2
7540,ab momer mujhse jindagi bhar baat nahin karegi,rosesh,sadness,301,3
7541,to tum likho na kuchh acchi si i mean monisha ki shradhanjali tumne kitni acchi se likhi hai,sahil,neutral,301,4
7542,monisha bhabhi ka sardanjali main to 22 ghante mein likhi thi dhai ghante mein usse achcha shradhanjali kaise likhun,rosesh,fear,301,5
7543,"rosesh rosesh, indu tumne rosesh ko kahi dekha hain?",maya,neutral,302,0
7544,mera chehra dekhkar tumhen kya lagta hai,indravardhan,contempt,302,1
7545,rosesh,maya,neutral,302,2
7546,suno suno suno i will give you a hint ok. mai khush ho meri chehre per muskurahat hai. main jungle ki hiran ki tarah yahan wahan kudak raha hoon. mor ki tarah apni pankh faila kar nach raha hun.bolo bolo,indravardhan,joy,302,3
7547,i got the point.rosesh yehan nhi nain.,maya,neutral,302,4
7548,sahi jabab,indravadan,joy,302,5
7549,to kahan hain wo,maya,fear,302,6
7550,pata nhi raat ko kahe rahata kuch urgent likhna hai. aur abhi abhi main use terrace per jaate hue dekha,indravadan,neutral,302,7
7551,ok ok ok i get the i know what is it. women's week magazine mujhe ek article likhane ko kaha hai,maya,joy,302,8
7552,oh ho vampire special issue nikal rahe ho. wo log?,indravadan,contempt,302,9
7553,ha ha ha . mein maiya sada bhai apne hi sabdo mein rosesh se kaha hai ek paragraph likhane ke liye,maya,neutral,302,10
7554,mein maiya sada bhai apne hi shabdon mein yah likhega roses,indravadan,contempt,302,11
7555,isi mein uljha hoga bechara,maya,neutral,302,12
7556,mom-dad,sahi,neutral,302,13
7557,hi sahil,indravadan,neutral,302,14
7558,monisha yahan ayi hai,sahil,fear,302,15
7559,mera chehra dekh kar kya lagta hai,maya,joy,302,16
7560,haila,indravadan,surprise,302,17
7561,nahin nahin i hai kyon kya hua,maya,neutral,302,18
7562,mom uska cell phone switched off a raha hai,sahil,fear,302,19
7563,han vah battery bachat rahi hogi na cello ko bar bar recharge karne se ghar ki electricity ka bill jo badh jata hai 10 12 rupaye,maya,contempt,302,20
7564,maya monisha madan baat nahin kar rahi hai tum dekh rahi ho na shayad kitna pareshan hai,indravadan,anger,302,21
7565,kya hua darling,maya,neutral,302,22
7566,kya hua,indravadan,neutral,302,23
7567,mom monisha ne suicide note likha hai. main monisha sara bhai. mrityu to sharir ki saheli hai. atma ek anant paheli hai,sahil,sadness,302,24
7568,dikha dikha dikha,indravadan,neutral,302,25
7569,kahiyo gusse mein aakar,sahil,fear,302,26
7570,nahin nahin nahin vah kuchh nahin karegi,maya,neutral,302,27
7571,vah bahut upset thi mom,sahil,sadness,302,28
7572,i know vo yahan ayi thi,maya,neutral,302,29
7573,kya,sahil,surprise,302,30
7574,kah rahi thi mummy ji kahan suna mat bye. fir ho sake hum donon na mile all that main use samjhaya jindagi bhagwan ki ek mahangai gift hai use khud khushi karke yun wast mat karo.,maya,neutral,302,31
7575,right,sahil,neutral,302,32
7576,aur fir mahangi aur west saath-saath sunkar uski aankhen chamak gai. vah kuchh nahin karegi don't worry,maya,neutral,302,33
7577,meri lakh burai thi allah nadi thi mein bahut jahir fir bhi meri pati bane is nadan nadi ka sahil. bin sahil mein sada rahi thi ek kahani dhuri mujhe yad karna kabhi kabhi sahil main itni bhi nahin buri han. maya,indravadan,neutral,302,34
7578,oh darling come on se kuchh nahin hoga lo uska phone bhi aa geya.,maya,joy,302,35
7579,ab sau sal jiye gi wo,maya,sadness,302,36
7580,kahan ho tum,sahil,fear,302,37
7581,ab kya tum baith k pura letter padhoge,maya,neutral,302,38
7582,are bhai monisha ki personality per puri kavita likhi hai,indravardhan,neutral,302,39
7583,monisha ki personality mein itni lambi kavita,maya,surprise,302,40
7584,vah kavita likhane mein busy tha isliye mera article ka opening paragraph nahin likha. imagine,maya,anger,303,0
7585,monisha ki sardanjali urgent tha vah marne wali thi,indravadan,neutral,303,1
7586,per ab vah jinda hai aur uske pass rosesh ki likhi hui sundar kavita hai. aur main yahan artical likhane ke liye struggle kar rahi hun,maya,anger,303,2
7587,oh ho maiya tum itni struggle kyon kar rahi ho tum bhi likh do na ek artical. main maiya sara bhai mein itni abhagan hun jiska din hai bahut bura bahu ki vah vah karte hue bete ne hi pet mein baccha hai chhoda,indravadan,contempt,303,3
7588,for once i will agree with you indravadan. is bar sach mein usse mere peeth per chhoda bhukha,maya,sadness,303,4
7589,maiya main to pahle se hi kahati hun are roses nalayak ladka hai chal himmat mat haro. abhi kuchh nahin bigrah hum ek kam karte hain roses ko kisi mele mein khoke ke aate hain.,indravadan,neutral,303,5
7590,indra i'm serious,maya,sadness,303,6
7591,meri baat suno agale mahine china per ek electronics fair hai ham usko vahan khoke aaenge aur passport faad denge uski paise chhin lenge fir dekhte hain vah chinese hindi mein kavita kaise karta hai,indravadan,anger,303,7
7592,serve him right,maya,anger,303,8
7593,mein karwaun woh china ki 3 ticket book han 2 return one single,indravadan,joy,303,9
7594,hi mama,rosesh,neutral,303,10
7595,go to the hell,maya,anger,303,11
7596,arey! tumne plan change kar diya abhi to ham logon china jaane wale the.,indravadan,surprise,303,12
7597,baat kya hai mama,rosesh,fear,303,13
7598,tum acchi tarah jante ho baat kya hai rosesh?,maya,anger,303,14
7599,mama main aapki artical bhi,rosesh,neutral,303,15
7600,kab aadhe ghante ke andar andar meri dateline khatm ho jaane wali hai fir bhi week magazine nahin chalega mere upar article,maya,sadness,303,16
7601,kitne hath paon jod kar maya ne unhen manaya tha pata hai tere ko. ke please mera artical shabdon mein barbad ho jaaungi loot jaaungi,indravadan,sadness,303,17
7602,what,maya,anger,303,18
7603,ok,indravadan,fear,303,19
7604,but it's ok i understand monisha ke liye likhane mein tumhara time bhi hai aur intention bhi samajh sakti hun main aakhir vah tumhari ekloti bhabhi jo theiri.,maya,contempt,303,20
7605,abhi to meri ek lauti mama hai,rosesh,sadness,303,21
7606,dusron ki 12 maa hoti hai,indravadan,contempt,303,22
7607,meri matlab hai ki mera mama sabse special hai ok,rosesh,anger,303,23
7608,shut up,indravadan,disgust,303,24
7609,ok. mama aap special hai,rosesh,neutral,303,25
7610,oh really sabit karke dikhao agale 3 ghante ki andar meri tarif krti hui shradhanjali likhkar dikhao.3 ghante mein bhi jite ji apna sradhajali padna chahti hu monisha se beta honi chahie. varna main sari zindagi tum se baat nahin karungi,maya,anger,303,26
7611,aur main dudh nahin piyunga,indravadan,anger,303,27
7612,your time start now,maya,neutral,303,28
7613,indu indu 3rd floor mein mrs ahuja rahane ayi hai na uske flat mein bhoot hai,maya,fear,304,0
7614,are nahin re baba vah mr ojha hai,indravardhan,neutral,304,1
7615,hindu 7th floor main pallavi mebawala ek hi flat mein do do husband's ke sath rahti hai.,maya,contempt,304,2
7616,maiya kuchh bolane se pahle soch bhi to liya karo vah dusra aadami uska husband nahin hai uska boyfriend hai,indravardhan,anger,304,3
7617,really how fascinating. indravadan you know monisha ne mujhe kya kaha kishan ji bhatnagar apni biwi ka salwar kameez pahenta hai.,maya,joy,304,4
7618,kya gossip gossip kiye ja rahe ho maya. aur vah bhi galat information sanjeev bhatnagar apni biwi ke salwar kameez nahin naity pahnata hai aur vah bhi tab jab sanjeev makeup karta hai ok so jao good night,indravardhan,neutral,304,5
7619,kya so jao good night mujhse baat to kiya karo later nahin kya so gaye aur main yahan barbad barbad kiya ja raha hun,maya,sadness,304,6
7620,yah lo phone per baat karotimepass karo,indravardhan,neutral,304,7
7621,hello sara bhai resident sahil beta kya hua fir se kis baat per jhagada monisha,maya,joy,304,8
7622,han han han kitne laddu foot rahe hain man mein kitne din baat pasand hui hai maiya devi,indravardhan,contempt,304,9
7623,just shut up indravadan han han tum ajao monisha ko leke aajao. indu mamla bahut serious lag raha hai,maya,fear,304,10
7624,mom mamla itna sa hai ki monisha bilkul meri baat nahin samajhti.,sahil,anger,305,0
7625,darling tum..ye hai free gift yeha par discount milega madam. aisi sentences bich bich mein kyon nahin bolate tab vah sab samajh jayegi hai na monisha,maya,contempt,305,1
7626,kya khak samjhunga main yah baat hi nahin karta to pichhle 3 din se roj ghar aata hai khana khata hai aur so jata hai to main kahan me samjhungi . dady ji,monisha,anger,305,2
7627,boliye na dadi ji aapka is mamle mein kya kahana hai monisha sahil to pichhle 30 dinon se khana kha kar so jata hai na indravadan pichhle 30 sal se yah kam karte a raha hai,maya,anger,305,3
7628,come on maya now stop exaggerating will you?,indravardhan,neutral,305,4
7629,really achcha batao when was the last time jab humne baat ki thi e,maya,neutral,305,5
7630,last wednesday ko ...nhi nhi december mein 1992 jab wo.sahil jab 7 saal la tha pata ha wo,indravadan,neutral,305,6
7631,are forget about it indravadan tum to hamare wedding reception mein khana khate hi ubay lete suru kiye the.,maya,neutral,305,7
7632,nahin vah to main char char plate kashmiri biryani kali thi isliye,indravadan,neutral,305,8
7633,aapko reception mein pet bhar kar khana mila tha. mere to dinner plate ke paise vasul nahin hue dadi ji. us caterar se kitni ladi thi main fir bhi vah kamina mary 300 rupaye wapas nahin ki.,monisha,anger,305,9
7634,monisha beta apni wedding reception ka dinner paisa vasool karne ke liye nahin hota you are the limit i ya to vah pandit jeene bidhi ke liye jo pede or supari rakkhe the wo v pack karne baith geyi thi.,maya,disgust,305,10
7635,to kya mein 250 rupiya ki pede wast jane deti main?,monisha,surprise,305,11
7636,excuse me parliament election yehan pr meri aur monisha ki problem discuss karne mile hai .alright?,sahil,anger,305,12
7637,yes yes sorry darlin lekin monisha mard aisehi hote hai.i mean sahil bechare ko to problem hai.use tumhari jaisi boaring tripical middle class biwi mili hai.sahed isiliye baat mhi karta.but what excuse has indravada? uski ro biwi main hu.oeaur firvi khana khaya kharate.,maya,contempt,305,13
7638,sahil ye msin kya sun raha hu tu monisha ke sath pyar se nhi pes ata?,indravadan,surprise,305,14
7639,you dont demonstrate love to her maya is mamle mei mein kaisa hu jara sahil ko batao.how the demonstrate of my love. like a strate,indravardhan,joy,305,15
7640,absolutely sweetheart 4 minute 40 seconds. mahine sayad ek baar. shayad,maya,sadness,305,16
7641,theres going on sgain.guys yehan par hum meri problem discuss karne ke liye mile hai.,sahil,anger,305,17
7642,aur meri izzat ki bhajapuri ho raha hai. tu monisha se q pyar bhari batein nhi karta? whats urproblem?,indravadan,anger,305,18
7643,dad kyon ki ajkaal mein tention mein hu.meri ek pesent hai neelima verma jisne mera jeena haram kar rakha hai.thats it neelima verma,sahil,joy,305,19
7644,sahil,monisha,sadness,305,20
7645,mom-dad monisha aajkal main ghar mein thaka hara isiliye lauta hun hoon tumse mein bina baat kiye isliye so jata hun kyunki neelima verma. vah totally pagal hai she is a nutcase. yeh dekho dekho usi ka phone hai,sahil,anger,305,21
7646,raat ko ek baje ya chudail phone karti hai. dekha dekha,monisha,disgust,305,22
7647,monisha mari patient hai jo apni chahere ki plastic surgery karake preity zinta jaisi dekhna chahti hai. hello neelima neelima raat ke ek baje tum meri cell per mujhe miss call... nahin main tumhen preity zinta jaisa... tumhen jo kuchh baat karni hai meri clinic par aao. tum jaan dene ki dhamki ok theek hai to tum ghar a jao cal subah... ok aao abhi,sahil,neutral,305,23
7648,inspector sir ham logon ne top-level se apple ki hai abhi phone aata hoga aap mere bete ko mat le jaaiye,maya,neutral,306,0
7649,sorry madam abhi kuchh bhi nahin ho sakta hai chaliye,police,neutral,306,1
7650,inspector dekhiae please aap sahil ko nahin le ja sakte vichara jail ka khana kaise khaega,monisha,fear,306,2
7651,that are not big problem monisha water ghar mein tumhara hath ka khana khata hi hai na par sahil inspector innocent hai,maya,contempt,306,3
7652,wait aap hamara chehra dekhiae aapko lagta hai ki ham log kisi bhi ladki ke sath aisa kar sakte hain,indravardhan,neutral,306,4
7653,aapka chehra dekhkar aisa hi lagta hai,police,contempt,306,5
7654,achcha then you all yourself lae jaaiye,indravadan,neutral,306,6
7655,stop it inspector sahab ji aap kya kar rahe hain,neelima,neutral,306,7
7656,neelima kamini,monisha,anger,306,8
7657,monisha nau,sahil,fear,306,9
7658,no no doctor sahil main samajh sakti hun. monisha ji main apni police complaint wapas le li hai your husband is a free man now,neelima,neutral,306,10
7659,it is a great news,everyone,joy,306,11
7660,o ho bechara ab to tujhe roses natak dekhna padega isase to jail acchi thi,indravadan,sadness,306,12
7661,miss neelima to aapane in par jhoota ilzaam lagaya tha,police,surprise,306,13
7662,han aur i am very sorry aur main bahut sharminda hun isliye cal sare newspaper per main written apology de rahi ho,neelima,sadness,306,14
7663,it's fine aap yahan se please jaaiye,sahil,neutral,306,15
7664,dr sahil i am very very very very very sorry jarasal kasoor mera tha hi nahin. sara kasoor mera boyfriend ka tha isliye finally i am dumped his i am really sorry please forgive me,neelima,sadness,306,16
7665,it's ok yeah yeah,sahil,neutral,306,17
7666,ek baat bataun ab mera jo naya wala boyfriend hai na vah mujhe bahut bahut bahut pyar karta hai i am so happy,neelima,joy,306,18
7667,and i am happy for you,sahil,neutral,306,19
7668,thank you. lekin doctor sahil ek chhotisi problem hai. yah mera naya wala jo boyfriend hai na use sus bahut pasand hai,neelima,neutral,306,20
7669,sus,everyone,surprise,306,21
7670,yah dekhiae na sushmita sen. this time i want main hoon na look ok saree toriko main khareed li lekin hairstyle,neelima,neutral,306,22
7671,chalo hawaldar,police,neutral,306,23
7672,inspector sahab aap ek minut ruk jaaiye please kyunki yahan per repeat performance hone wala hai,maya,fear,306,24
7673,hey udhiswar dharmraj.. agar patni ko sampatti samajhkar dove per lagana dharm hai. to is dharm ke bare mein ek prashn poochh sakti hai yah bhanshali,maya,neutral,307,0
7674,poochho dropati main dunga tumhen har prashnon ka uttar,rosesh,neutral,307,1
7675,uttar are uttar to part2 ye rosesh kone mein baith logon ko pata nahin chalta ki ghoda kaun aur tu kaun chale niche uttar. yah utar istemal hota hai samjha. prashnon ka uttar hota hai uttar,indravardhan,anger,307,2
7676,whatever poochho dropati poochho,rosesh,neutral,307,3
7677,aap ki tarah main agar aapko juaa ke baazi mein lagakar har jao to,maya,neutral,307,4
7678,no problem vaise to tumhare pass 4 4 spare husband hai. vaise tum 2 3 4 husband ko da mein lagane ki risk le sakti ho,indravadan,contempt,307,5
7679,indravadan 1 ghante ka liye chup rahane mein kya loge,maya,neutral,307,6
7680,2000,indravadan,neutral,307,7
7681,good roses isase jyada 2 3 karol dekar 15-20 salon ke liye chup kara do,maya,anger,307,8
7682,lovely idea moma,rosesh,joy,307,9
7683,lovely idea ok chal nikal abhi ke abhi do karol rupya nikal. cheque nahin chalega cash 500 500 ke note nikal,indravardhan,anger,307,10
7684,mama abhi kahan se dunga main,rosesh,fear,307,11
7685,indravadan is vichar ka show hai per sou. premium club mein abhi tak uske line yad nahin hui. zara tu socho,maya,sadness,307,12
7686,to fir kaho isase ki hath jod karke maafi mange,indravadan,anger,307,13
7687,ok now please be quiet,rosesh,neutral,307,14
7688,banshali tum mujhe dar par lagane ki baat soch rahi ho main dharmputra hun dharmputra,rosesh,neutral,307,15
7689,oh ho matlab sunny deol,indravardhan,contempt,307,16
7690,there he is go again.,maya,anger,307,17
7691,han tumhare bete dharm putra kaha to. process dharma putra dharmaputra hastinapur ke the south mumbai ke nahin. maiya is jammu ko to nakul ka roll dena chahie per rahega bhala pakad ke mahabharat ke kone mein,indravadan,joy,307,18
7692,shut up quiet silence samajh mein aata hai tumhen padho tum come on.,maya,anger,307,19
7693,mummy ji mummy ji mummy ji,monisha,fear,307,20
7694,kya hua tumhen,indravadan,surprise,307,21
7695,yah mahabharat mein surpanakha kahan se a gai,maya,surprise,307,22
7696,yah apne chehre par kya lagaya hai,rosesh,neutral,307,23
7697,cal raat ki curry,monisha,neutral,307,24
7698,curry,everyone,surprise,307,25
7699,han cal raat ki kari mein na sara haldi gir gaya isliye sahil ne khane se mana kar diya to main,monisha,neutral,307,26
7700,tumne munh per laga liya hai na,indravadan,joy,307,27
7701,han,monisha,neutral,307,28
7702,naturally waste thodi na karega monisha,maya,contempt,307,29
7703,mummy ji kabhi ko goli mari hai na,monisha,anger,307,30
7704,han marne bhi chahie,maya,joy,307,31
7705,sahil ke khilaf uska me neelima ne police complaint ki hai,monisha,fear,307,32
7706,kya,indravadan,surprise,307,33
7707,han aur police sahil ko girftar karne a rahi hai,monisha,sadness,307,34
7708,oh my god yani ki parso sahil bhai mera natak dekhne nahin a payenge. oh my god matlab sahil bhai ko police pakdane a rahi hai,rosesh,sadness,307,35
7709,dekhiae inspector sahab neelima ne jo complaint ki hai na vah ekadam hi babuni yad hai,sahil,neutral,308,0
7710,mera sahil bahut achcha hai vah aaj tak meri taraf aankh utha ke nahin dekha to kisi aur ki taraf kaise,monisha,sadness,308,1
7711,achcha,police,surprise,308,2
7712,monisha ki matlab yah hai ki,sahil,neutral,308,3
7713,vah aap police station mein aakar kahi jaega,police,anger,308,4
7714,sahil bhai sahil bhai. mom-dad ka phone aaya tha aap ki bail arrange kar di gai hai,rosesh,neutral,308,5
7715,sulia,sahil,joy,308,6
7716,yah ghar mein aisa hi ghumta hai,police,surprise,308,7
7717,han vah natak mein dushasan ka roll kar raha hai,sahil,neutral,308,8
7718,judhistir bhai main role,rosesh,neutral,308,9
7719,correct dushasan aap hai aap aapane ek ladki ke ijjat per,police,anger,308,10
7720,just a minute what are nonsense talking about huyou maine asia kuchh nahin kiya.,sahil,anger,308,11
7721,aap to aisa hi kahenge na dekhiae main aapki wife ke sath akele mein baat karna chahta hun. kyunki jab bardat hui tab aap ki wife vahan ka chashma this gava thi.am i right,police,anger,308,12
7722,aapko jo puchna hai puchiye main yah sabit karke rahungi ki mera sahil nirdosh hai,monisha,neutral,308,13
7723,chalo dushasan,sahil,neutral,308,14
7724,yudhishthir,rosesh,neutral,308,15
7725,abe chal,sahil,anger,308,16
7726,mrs monisha neelima jab yahan i thi to kya hua tha,police,neutral,309,0
7727,kuchh nahin kuchh bhi nahin aamin agar kuchh hua hota to main use jinda nahin chhoti,monisha,neutral,309,1
7728,iska matlab aap neelima ko maar dalti,police,neutral,309,2
7729,nahin sahil ko main sahil ko maar dalti,monisha,neutral,309,3
7730,oh ho itna gussa,police,surprise,309,4
7731,are mazar hai uska kuchh karega abhi mere samne,monisha,neutral,309,5
7732,lekin neelima ne to kaha tha ki sahil aapko andar bhej diya tha,police,neutral,309,6
7733,vah to neelima ke liye wine laane bheja tha.,monisha,neutral,309,7
7734,iska matlab sahil neelima ko wine pila na chahta tha,police,surprise,309,8
7735,use relax karvane ke liye,monisha,neutral,309,9
7736,relax bhi karna chahta tha sahil,police,surprise,309,10
7737,palak ki main is baat se bahut upset bhi thi,monisha,sadness,309,11
7738,naturally,police,neutral,309,12
7739,dekhiae na sahil ne pura 540 rupya wale botal khulwaye 170 rupya wale bottle fridge mein padi hai lekin nahin aur fir usne neelima aane wali wine pi bhi nahin,monisha,anger,309,13
7740,very bad very bad,police,neutral,309,14
7741,aur nahin to kya dekhiae na. cal raat se yah glass vaise hi pada hai vaise ki vajah se dekhiae na dekhiae,monisha,sadness,309,15
7742,yah wine ka glass cal ka accident hua hai,police,neutral,309,16
7743,han aapko de dun,monisha,neutral,309,17
7744,nahin nahin main duty per nahin pita,police,neutral,309,18
7745,tu bad mein pi lijiyega mein plastic ki thaili mein pack karke deti ho,monisha,neutral,309,19
7746,han han wine plastic ki thaili mein,police,joy,309,20
7747,kyon hotel wale soup savan plastic per pack karke nahin dete thyro plastic ki theli dhundhati hun,monisha,neutral,309,21
7748,dekhiae dekhiae meri baat suniye,police,neutral,309,22
7749,pakdi hai,monisha,neutral,309,23
7750,meri baat to suniye. dekhiae mein plastic ki thaili mein wine lekar ghumaunga to achcha nahin lagega na,police,fear,309,24
7751,abb mein is wine ka kya karun main apna watchmen se bhi kaha tha ki peele. lekin usne bhi mana kar diya,monisha,fear,309,25
7752,nahin ho shayad pita nahin hoga,police,neutral,309,26
7753,nahin use ek gilas ki 62 rupaye bahut jyada lagta hai. main to 55 mein bhi man gai thi lekin vah 20 ke aage bada hi nahin. kanjoos kahin ka. aapko de do 50 mein,monisha,neutral,309,27
7754,nahin thank u aap aap mujhe yah bataiye wine lene andar gai thi to kya hua tha,police,neutral,309,28
7755,jaisa aap soch rahe ho na vaisa kuchh bhi nahin hua tha infect sahil usne neema ki tarif kar rahe the. aapke bal acche hain aapke acchi ect.,monisha,neutral,309,29
7756,yani ki bindas flirting kar rahe the mr sahil,police,surprise,309,30
7757,nahin nahin,monisha,neutral,309,31
7758,dekhiae mrs monisha jab ek aadami kisi aurat ke aankhen bal tere ki tarif karte hain to yah flirt nahin hua to aur kya hua,police,anger,309,32
7759,dekhiae main roj bhanji kynjai baniyan ki dukaan mein jakar bhai ka tarif karta hun. kahati ho ki dhanjibhai aapki basmati chawal kitne acche hain aapki moodle kitni wajib hai. to kya main dhanjibhai se flat kar rahi hun,monisha,anger,309,33
7760,aap dhanjibhai ko raat ko ek baje ghar per bulaya kar apne pati ko unke liye wine laane bhej kar uske bad tarif karte ho uske tukde basmati chawal ki,police,anger,309,34
7761,nhi,monisha,neutral,309,35
7762,so that is not better mr sahil sarabhai is in trouble,police,neutral,309,36
7763,"mom, koi acha gadi dhone wala ho to please mujhe bta dena, samne ki building wala mujhse pucha rha hai ki gadi dhone ke kitne pese loge?",sahil,anger,310,0
7764,me bta dunga. momma ko aap disturb mat kijiye,roshesh,neutral,310,1
7765,kya hua mom ko?,sahil,neutral,310,2
7766,kuch nhi. thodi si upset thi.,maya,sadness,310,3
7767,okay. roshesh bata dena,sahil,neutral,310,4
7768,oh my god! sahil bhai ne to kuch pucha hi nhi!,roshesh,surprise,310,5
7769,"i'm telling you roshesh, kabse yahi keh rhi hun, ki subtle performance se kaam nhi chalega. thoda sa melodrama, thoda sa rona dhona zaruri ho gya hai unfortunately.",maya,anger,310,6
7770,"uhh, roshesh?",sahil,neutral,310,7
7771,"unfortunately, wo itna beemar hai.",maya,sadness,310,8
7772,kon beemar hai mom?,sahil,surprise,310,9
7773,"grant a favor anath ashram ka ek chota sa bacha bhot beemar hai bechara. uski aakhri khwaish hai ki wo coyote gadi me beth karke sair kare. lekin me tumse, tumhari nayi gadi kese mangti? kesi mangti me? mangti kese me gadi? kese mangti?",maya,sadness,310,10
7774,"mom, umm",sahil,neutral,310,11
7775,"really? sahil! mene tumse kaha tha sahil ka dil bohot bada hai, wo apni gadi zarur dega! thank you beta, thank you so much! us bache ki duwaein tumhe agle janam me bhi help karegi. dekhna, agle janam me tumhe khubsurat sophisticated biwi milegi.",maya,joy,310,12
7776,"well mom, you know...",sahil,neutral,310,13
7777,"thank you beta. tum chinta mat karna, kal gadi me khud chala ke jaungi. oh, thank you!",maya,joy,310,14
7778,"nahi, me. infact bhul gya me yahan kisliye aya tha.",sahil,neutral,310,15
7779,"tum wo gadi saaf karne wale ki baat kar rhe the na. don't worry, me tumhare liye acha gadi saaf karne wala dhund dungi. qualified and experienced.",maya,neutral,310,16
7780,trustworthy also.,sahil,neutral,310,17
7781,"ofcourse, trusthworthy. bye",maya,joy,310,18
7782,"[chants mantras] ab yahan ki pooja puri ho gyi, ab gadi ko conco lagayiye or haar pehnaiye",pandit,neutral,311,0
7783,"no no no no, monisha, monisha, just a minute. cuncu dad ko lagana or haar mujhe pehnana.",sahil,fear,311,1
7784,or nariyal roshesh ke sir pe fodd do.,indu,joy,311,2
7785,very funny. sahil bhai..,roshesh,neutral,311,3
7786,"don't, don't touch the car, roshesh",sahil,fear,311,4
7787,okay. but cool car huh. puri family ke bethne ke baad bhi bohot jagah bachegi isme.,roshesh,neutral,311,5
7788,"haan to hum padosio ko bitha lenge na, or unse kiraye me 100-200 rupees bhi le lenge",monisha,joy,311,6
7789,"what a lovely idea monisha. sahil beta, tum gadi ke aage ek meter bhi lagwa lena or apne liye ek khakhi uniform bhi silwa lena.",maya,contempt,311,7
7790,wo sab baad me. pehle hum sab drive pe chalte hai. come,indu,neutral,311,8
7791,nhi nhi dad! abhi nhi! abhi to bohot traffic hoga!,sahil,fear,311,9
7792,are to kab jaega drive pe? raat ke 2 baje?,indu,contempt,311,10
7793,"sahil, tum kabhi bhi drive pe jao, lekin sabse pehle gadi me chalaungi, please please!",monisha,neutral,311,11
7794,"seene me jalan... ankhon me tufan sa kyun hai? nhi mood me maya, faatu pareshan sa kyun hai?",indu,neutral,312,0
7795,its quite a wonderful parody indravadan. tum ise c grade orchestra me item ki tarah pesh kyun nhi karte?,maya,contempt,312,1
7796,ha ha ha. or maya tum fire extinguisher kyun nhi pi leti taki andar ki jalan thodi...,indu,neutral,312,2
